0,1,2,3,4,5,6,7,8,9,10,11
https://unistyleinc.com/entry_sheets/3308,エントリーシート,あなたがこれまでに困難に向き合い、乗り越えてきた経験、または実現してきた経験を教えてください。,一度大学受験に失敗し浪人を決意し、念願の大学に入学した経験です。現役時代私はまわりの意見に流され、自分で取捨選択をせず間違った努力をしてしまい結果が出ませんでした。そこで浪人時は自分だけのタイムスケジュールを作り、「量より質」を心がけ毎日予備校に通いました。もちろん合格する保障もなく不安とプレッシャーで予備校でも堕落していく人が増えていく中、私も逃げたくなったことがあります。しかし「努力しなければチャンスも来ない」と強い信念を持ち自身を奮い立たせ、朝7時から0時まで机に向かい続けました。結果として苦手だった国語も偏差値40.1から65.8まで上げることができ、志望校合格を果たすとこが出来ました。,あなたが異なる価値観に影響を受けた経験を教えてください。,総勢90名ほどのテニスサークルでの指導係の経験です。私は中高のテニス部でも厳しい部活で指導係として活動してきました。しかしサークルと部活は違い1人1人のモチベーションが異なるため、どう指導すべきか苦戦しました。しかし友達の一言でみんな違って当たり前だと気づかされ、それからは楽しむことを考え企画をしたり、それぞれの目標にとことん向き合って指導方法を工夫するようになりました。技量目標の結果としても私自身が学内の大会で大学サークル代表枠に入れただけでなく、初心者の子もベスト16入りを果たすことが出来ました。そしてなにより「楽しかった」とたくさん感謝の言葉をもらいやりがいを感じました。,あなたが自ら学び考え、行動した経験を教えてください。,私は2年間続けているカフェのアルバイトで、エリア7店舗中最下位から1位にすることに力を注ぎました。私は自店で働くスタッフの人柄が好きです。しかし売上は最下位で、私はなぜみんなの頑張りが売上につながらないのか悔しく思い、目に見える成果を出したいと思いました。そこでまず今まで考えていなかった自店の強みを意識化し、そこにある問題点をアルバイトリーダー6名と話し合い、アルバイトとしてできる改善策を店長に提案し、実行に移しました。その結果として時間はかかったものの、売上は半年後にエリア1位を獲得することが出来ました。私はこの経験から『限られた中でいかに創意工夫できるか』が重要だということを学びました。,あなたが他者を巻き込み、リーダーシップを発揮した経験を教えてください。,上記の取り組みをする際、全スタッフの協力なくしては目標であるエリア1位になることは果たせないと思いました。そこでまず、改善策を連絡ノートで“なんのためにこのような取り組みをするのか”を説明しました。そしてスタッフから信頼してもらい、協力してもらえるよう私自身が1人1人に目を配り、常に『相手は次に何をし、そのためには何が必要か』考え行動し、積極的に声をかけることを意識しました。その結果目標も達成され、なによりスタッフから『佐々木さんと一緒に働きたいです』という声を多くかけてもらうことが出来、非常に励みになりました。この経験から『チームで同じ目標に向かって頑張る楽しさ』を改めて実感しました。,あなたが三井住友海上を志望する理由を教えてください。,"２つあります。
1つは「人の挑戦を支え、自分自身が商品になる」損保業界は魅力を感じたからです。2つ目は御社の社風です。セミナーとOG訪問を通して20名以上の方にお話を伺った際、内定者の方から管理職の方まで就活生と真剣に向き合い、ごまかさずに大変なことも正直に話して下さるところに誠実さを感じました。このような魅力的な方々と一緒に働き、私自身も人として魅力的な社会人になりたいと強く思い、御社を志望しました。魅力的な社会人になりたいと強く思い、御社を志望しました。"
https://unistyleinc.com/entry_sheets/3232,【内定】エントリーシート,困難に向き合い、乗り越え、実現してきた経験を教えてください,アルバイトで失敗した時の事です。ある時、レジで１０円の金銭授受間違いをして、店長に叱られたことがありました。初めはたった１０円で叱られたことに反発を覚えましたが、その小さなミスでお客様の信頼を損なったことに気づき、悔しく感じました。そこで、『お客様が安心できる環境を提供したい』と思い、レジマニュアルを考案しました。その際、お客様のニーズを考えた結果、「快適、安心、スピード」であると気づき、それらを最大限実現できるよう工夫しました。さらに、一人では安心を提供できないと思い、他のスタッフに共有を行い、マニュアルの徹底に努めました。この結果、店舗の金銭差異を減らすことが出来ました。,異なる価値観に影響を受けた経験,「世間で言われていることがすべてではない」と学んだ経験です。ゼミナールの調査の一環で、東日本大震災被災地に行った時の事です。私は、震災当時は名古屋にいて、震災の影響を大きく感じたことがありませんでした。しかし、実際に被災地を訪れた際に、今でも狭い仮設住宅で暮らしている方が大勢いることに驚きました。報道で見る限りでは、元気を取り戻しつつあるように感じていました。たしかに、そこに住んでいる方々はお互いに懸命に支えあって生きていると感じましたが、心から元気だと思うことは出来ませんでした。この経験から、自分に何ができるだろうかと考え、「もしもの時に助けになれる存在になりたい」と思うようになりました。,自ら学び、考え、行動した経験,ゼミナールの入室試験の準備です。私が所属するゼミナールは、毎年志望者数が１０人以下で、非常に悔しいと感じていました。その原因を、ゼミナールの知名度にあると考え「今年こそ多くの人に知ってもらい、興味を持ってもらう」という事を目標に、２つのSNSで宣伝活動を行いました。自分が逆の立場ならどのような情報が欲しいかを念頭に置きながら更新を行いました。その中では、似顔絵付きのゼミ生紹介、普段の様子や合宿の様子を収めた動画、執筆した論文や過去の発表で使用したパワーポイントなどを掲載し、少しでも入室後の生活を想像してもらい易いよう工夫を行いました。このことから、私は相手のニーズを考えることの大切さを学びました。,他者を巻き込み、リーダーシップを発揮した経験,ゼミナールの入室試験の準備でのことです。当初、ゼミ生自身が自分のゼミナールは「どうせ滑り止め」という意識が抜けず、入室試験に対する意欲が見られませんでした。私は、ゼミ生にも自分のゼミナールの価値を知ってもらい、より活気のあるゼミナールにしたいと考えました。そのためには、チームワークと責任感が必要だと考え、皆で目標を共有し、それぞれに役割を割り振りました。また、ある程度仕事を任せることによって責任感を持たせ、「自分も参加している仲間の一人」と感じてもらえるようにしました。この結果、入室試験が終わった後に、ゼミ生から「自分のゼミナールに自信がもてるようになった」と言われ、達成感を感じました。,三井住友海上を志望する理由（２００字）,ゼミナールでの経験から、「多くの人を支えたい」と考えているからです。損害保険は、お客様の万が一の後の再出発を支えることで、契約者やそのご家族を支える事が出来ます。その中でも貴社を志望する理由は、インターンシップに参加し、面倒見の良い社風に惹かれたからです。就活生向けのイベントを多数開催しており、人材を育てるという意識を感じました。この事から、絶えず成長出来る環境があると考え、志望致しました。
https://unistyleinc.com/entry_sheets/3151,エントリーシート,あなたがこれまでに困難に向き合い、乗り越えてきた経験、または実現してきた経験を教えてください。,"私は大学で体育会フットサル部に入部し、日本一を使命として部活動に打ち込んできた。しかし、3年生の時に右膝半月板を損傷し、大会直前にリハビリを余儀無くされた。チームとしても関西予選敗退という悔しい結果に終わり、個人としてもチームの予選通過にさえ力添えできなかったことで大きな挫折を味わった。しかし、「来年こそ日本一」という強い信念のもと、リハビリに励むと共に毎日2時間の筋力トレーニングを2ヶ月間欠かさず行った。
その結果、復帰後の国際大会では、体の強い外国の選手にも当たり負けすることなく、守備の要として相手チームのキーマンを抑えこみ、チームの準優勝に貢献することができた。",あなたが異なる価値観に影響を受けた経験を教えてください。,"フットサル部はオーストラリアでの国際大会に毎年参加しており、今シーズンは準優勝という結果に終わった。私は、優勝したチームの選手に話しかけて、どんな練習をしているのか、またフットサルをする上で何を大切にしているのかを話し合った。そしてはっきりしたことは、外国の選手は、屈強なフィジカルを生かして個人でいかに勝つかということを考えていて、私たちは組織で守り戦術を駆使することで、チームプレーを生かそうと考えているということであった。
国際大会での試合や交流を通して、チームプレーで個人の能力を補えるというのを実感できたと同時に、個人の力不足を実感したので、帰国してから個人能力の向上に努めた。",あなたが自ら学び考え、行動した経験を教えてください。,"私が所属する海事科学部では、１年生の時に１ヶ月の乗船実習があり、航海士や機関士の仕事を見たり、聞いたりするという体験をすることができた。船内では、今までほとんど話したことのない人と８人１部屋での共同生活であった。その中の一人に、一切お風呂に入らず人のお菓子を勝手に食べる人がいて、それに怒ったルームメイトと一触即発の雰囲気になった。私は、怒っているルームメイトを割り切るようになだめて、その後の生活ではケンカもなく平穏に過ごすことができた。
私はこの経験を通して、生活スタイルや価値観の違いから、共同生活には障害がつきものだが、それを割り切るストレス耐性も大事だと感じた。",あなたが他者を巻き込み、リーダーシップを発揮した経験を教えてください。,"私はフットサル部の２軍の監督として練習を仕切り、試合で采配をした。最初、チームはリーグ戦で３連敗をした。
その原因として失点の多さがあったので、守備の連動性をより良くするする必要があった。そこで、練習中や練習後のミーティングに全員が守備の改善点を発言する場を設けることで、練習の合間や試合中にも選手間自身で、守備をどう改善すればうまくいくのかという議論が活発に行われるようになった。
その結果、徐々に守備の連動性は良くなり、試合での失点も減り、リーグ戦で勝てるチームへと変わっていった。私は監督を通して、課題を見つけ、チームで乗り越えていけるようにマネジメントする力を身につけることができた。",あなたが三井住友海上を志望する理由を教えてください。,私が貴社を志望する理由は、貴社で働く社員の方が、人々の生活を支えているという使命感を持って働かれていて、私もそのような社会人になりたいと思ったからである。私自身、膝の怪我をした際に保険の後ろ盾もあり、手術に踏み切ることができた経験がある。なので、万が一のアクシデントの時に背中を押し、サポートをしてくれる保険は必要不可欠なものであると考えており、使命感を持って働ける貴社を志望する。
https://unistyleinc.com/entry_sheets/3119,エントリーシート,あなたが学生時代に打ち込んだことのなかで、より多くの人と関りながら成し遂げた経験について簡潔にお答えください。,塾講師のアルバイトにおいて、講師として互いに切磋琢磨して教室の生徒数の維持・増加に取り組みました。,[1]でお答えいただいたことについて、その取組内容と具体的なエピソードについてお答えください。,60分間の体験授業の中で塾に来ることが有益だと生徒が感じるよう努力しました。具体的には、短時間で生徒の学習状況を把握することを心掛けました。まずは単元や成績の話はせず部活などの雑談から始め、通いたい場所であるという認識を持たせました。その上で学校授業の進度を聞き、その口ぶりで生徒が単元の概要を掴んでいるのか把握しました。これらを実践し生徒に適した授業を行った結果、体験授業での入塾率100%を達成しました。,[3]でお答えいただいたエピソードについて、もっとも苦労した点は何でしたか？また、克服するためにあなた自身がとった行動について、具体的にお答えください。,体験授業と並行して通常授業を行う場合に、生徒二人ともを満足させることに苦労しました。その理由は、授業時間が異なり進行具合も異なるため一人に掛かり切りになるともう一人は無駄な時間を過ごすことになるからです。これを解決するため、日頃から生徒の回答速度や呑み込みの早さの把握を徹底しました。そして、それらを予測した上での演習問題数の設定や穴埋め形式の解説など生徒が手持無沙汰にならない環境作りに努めました。,[3]でお答えいただいたエピソードについて、失敗が許されないような状況を経験したことがありますか？もしあれば、その時、どのような心境で、どのように対応を取りましたか？結果も含めてお答えください。,体験授業の際に、保護者の方が見学されていたことがありました。授業料を支払う保護者の前で授業を行う為、見定められているように感じ緊張しました。しかし、保護者の方がいらっしゃるからこそ入塾を即決して下さるチャンスだと捉え、丁寧さをアピールしました。具体的には、演習後に不正解の問題に加えて正解した問題にも解説コメントを挟みつつ授業しました。その結果、入塾を即決し担当講師に指名して頂くこともできました。,[3]でお答えいただいたエピソードによって得られたことについてお答えください。（200字以内）,上記の経験を通じ、ひとりひとりに向き合い真摯な対応をする力を身に付けることができました。具体的には、各人のニーズに対して自分で工夫を加えながらそれに応え、大きな付加価値を提供できるようになったと考えています。この力を活かして、他の講師や社員の方から信頼してもらうことができ、受験生等のベテラン講師が担当すべき生徒を任せて頂けたり、教室の在籍生徒数の増加に貢献することができました。
https://unistyleinc.com/entry_sheets/3045,エントリーシート,困難に向き合い、乗り越え、実現してきた経験を教えてください。（300字以内）,中学時に野球部に所属し、新人戦の決勝の際に、自分のミスのせいでチームを負けさせ、それを機にチームメイトから冷たい対応を受けるという困難に直面した。そこで、私は、ベースランニングのような、つらい練習を徹底して誰よりも多くこなすなど、【見せる努力】を意識し、野球以外でも、テスト前に勉強を教えるなど、【自分の強みを活かす】ことで、結果的に依然よりも深い信頼を、彼らと築くことができた。また、このミスによって、【どんな時でも相手の気持ちを考える大切さ】を学び、さらに、しばらく控えを経験したことで、【レギュラーと控えのやる気の違い】を感じ、高校の野球部で副部長としてチームをまとめる際に活かすことができた。,異なる価値観に影響を受けた経験を教えてください。（300字以内）,大学３年の夏に、就職課の講師の紹介で大学のＯＢ会に参加させて頂き、そこで【夢を持つことの大切さ】を学んだ。というのも、これまで親や周りの友人達の勧めに流され、やりたいことを深く考えるなど全くなかった自分にとって、ビジョンや仕事について生き生きと語る先輩達の姿はとてもまぶしく、感化された。そこで、私は、その後のフィリピン留学にて、生徒各々が自分の夢や将来について語る、スピーチコンテストを企画した。実施にあたり、参加を拒む生徒を説得するなど色々苦労はあったが、【行動によって熱意を示す】ことで、最終的には皆でこのイベントを実現することができ、参加した学生から感謝の言葉をもらうことができた。,自ら学び考え、行動した経験を教えてください。（300字以内）,大学１年の夏頃、議員事務所スタッフとして、ポスティングをしていた際に、地域の方が放射能に対して強い不安感を覚えていることを知り、他スタッフ５人を巻き込み【放射能マップ】を作成した経験がある。公園の放射線量を測定し、それをグーグルのサービスにまとめ、発信することで、外で遊ぶことの安全性を示した結果、実際にそれを見た多くの方から感謝の言葉をもらうことができた。また、事務所の「子供たちの未来のために」という理念の実現に貢献することができ、【議員の方から１人の人間として信頼されたい】という目標の実現に繋がった。この１か月間に渡る取り組みを通して、【主体的に行動することの重要さ】を学んだ。,他者を巻き込み、リーダーシップを発揮した経験を教えてください。（300字以内）,ラーメン屋のアルバイトにおいて、他アルバイト１５人を巻き込み、清掃状況の改善に取り組んだ経験がある。店長代理を任されていたこともあり、【周囲の期待に応えたい】という思いを原動力に、換気扇のような、それまで清掃が徹底されていなかった箇所をアルバイトで分担するなど、様々な取り組みを提案し、実行した。提案に賛同してくれない他アルバイトを説得することには苦労したが、【まかないを食べるための条件が厳しい】というアルバイト内の不満を、私が店長と交渉し、改善することで、最終的には皆で一丸となって取り組むことができた。また、本部の査察においても、オープン以来初となる清掃面における最高評価をとることができた。,三井住友海上を志望する理由を教えてください。（200字以内）,高校時の部活動で副部長を務めた経験や、議員事務所学生スタッフの経験から、【人の活動をサポートすることに強いやりがいを感じる価値観】に気づき、企業の挑戦をサポートできる損害保険の仕事は、まさに私のやりたいことだと確信した。また、座談会に参加した際に、社員の方皆、親身になって接してくれる方ばかりで、【一人ひとり一つひとつを大切に】が根付いた社風があると感じ、強く惹かれた。以上の理由より貴社を志望する。
https://unistyleinc.com/entry_sheets/3032,エントリーシート,設問1　困難に向き合い、乗り越え、実現してきた経験を教えてください。（300字以内）,"２年間の公認会計士試験の学習において週７日１日１３時間の学習、毎週貼り出される順位表の重圧に対して常に自分を前向きにする事の難しさを知った。実際に８割の早大生は途中で辞め、私も日々追い詰められていく。悩み苦しんで諦めようとも考えた。だが、過去の自分なら諦めない、自分にはまだ力があると考え、思考錯誤した結果１落ち込んでも何も良い事がないと言い聞かせる２万一落ち込んでもすぐに立ち直れば問題ない３方法論が悪かったと捉え自己否定しない。
これらを常に意識し、理解するだけでなく、部屋に習字にして貼り、全身に擦り込み血肉化した。会計や法律と共に常に自分を前向きにする事を働く上でも活かしたい。",設問2　異なる価値観に影響を受けた経験を教えてください。（300字以内）,高校時代のコンビニのアルバイト先の先輩であるお笑い芸人の方に影響を受けた。所属していたテニス部が解散し、無気力な日々を送っていた時であったが、その方の結果が出ずとも日々を全力で尽くす姿勢に感銘した。その後は「日々を全力で過ごし、挑戦し続ける事」を誓い、付属校でありながら早大受験を志し、大学入学後も公認会計士試験やベンチャー企業での長期インターンにも挑戦。全力の大学生活を送ってきたと自負している。また、モロッコでの一人旅では、タクシー内の監禁等のトラブルに見舞われつつも上記挑戦の下、現地学生とのホームステイを実現させた。働く上でも、現状維持に留まらず、日々を全力で過ごし、多くの機会に挑戦したい。,設問3　自ら学び考え、行動した経験を教えてください。（300字以内）,"ベンチャー企業のインターンにおいて新規事業であるインターン生の人材仲介に取り組んだ。その中で最も苦労した事は学生集客のためのセミナーであった。参加学生が目標より低く、２度失敗したが、このままでは常に自分と比較され、追い越したいと思っている先輩には勝てない。
その思いから、業務外の時間で足を使い、４社の同業他社のセミナーに参加。そこで得た気付きを元に、従来の大量集客の方針から少数限定への変更、そしてセミナー内容の大幅な変更という試みを提案。周囲の協力を得る為に①全ての変更点に根拠と意図を備え、②目標を共有し、誰がいつまでに何をするのかを明確にした。結果、セミナーは実行され２４万円の収益を獲得した。",設問4　他者を巻き込み、リーダーシップを発揮した経験を教えてください。（300字以内）,"テニスサークルの活動で秋の後期新歓活動を提案し、実行した。
背景として、大学２年の時の春、新入生は４人しか集まらずサークルは存続の危機に陥った。高校時代は悪い雰囲気に流された、今度は自分が皆に良い流れを作りたい。私は秋にもう一度新歓を行う事を提案した。しかし、前例もなく周囲が行動に移すとは思えない。そこで、１.大学の許可の問題等、不明確な事を全て明確にする２.自分の考え以外にも、どういう試みが有効か引き出し、周囲の当事者意識を徐々に構築する３.いつまでに何をやるのかを共有し、徹底する。上記３点を粘り強く繰り返した結果、後期新歓はサークルの方針として決定し、新入生は２４人まで増加した。",設問5　三井住友海上を志望する理由を教えてください。（200字以内）,"自分の考え・行動を付加価値として人・企業をサポートしたい。上記インターン仲介において取引企業と学生の挑戦のために付加価値の増加を追求し続け、感謝の言葉を頂いた経験から冒頭の思いを持つに至った。
中でも貴社社員の仕事に対して謙虚な姿勢、中でもお客様との親交を深めるために休日にお客様が所有するJリーグの試合をも見に行くという姿勢に感銘。また、自身のお客様への姿勢と通じるものがあると考え貴社を志望する。"
https://unistyleinc.com/entry_sheets/2918,エントリーシート,設問1　困難に向き合い、乗り越え、実現してきた経験を教えてください。（300字以内）,大道芸同好会の設立。高校１年時に、自分の殻を破りたいという想いから、同好会設立を決断した。同好会設立により、文化祭での発表や、その他活動が学校から許可されるのだ。設立の為には最低5人以上人数が必要であったが、1人しか賛同が得られなかった。休み時間や放課後に人前で発表することで、大道芸への興味をもって貰おうと粘り強く日々取り組んだ。結果、15人から賛同が得られ、設立出来た。文化祭での発表や、老人ホーム訪問を企画するといった授業では学べないことを多く経験することができた。人前で発表するという経験を通じて、人に楽しんでもらうことにやりがいを感じた。粘り強く取り組む事で、目標は達成できることを学んだ。,設問2　異なる価値観に影響を受けた経験を教えてください。（300字以内）,ゼミでの模擬裁判。「今までと違った環境で学ぶことで、視野を広げたい」「簿記１級の知識が活かせる」以上２点の理由から法学部の国際租税法ゼミに入った。当ゼミでは秋学期から模擬裁判が行われる。移転価格税制という税制に着目し、実際に争われた事例を基に、裁判官、原告側、被告側、書記に分かれて約１カ月に及ぶ裁判を２回行うのだ。他学部なので法律の知識は劣っていた分、誰よりも多くの論文を読み、知識を吸収することに努めた。また、実際の裁判傍聴を企画、会計用語について法学部生に説明する機会を設けることで、秋学期からの模擬裁判を活発化に努めた。模擬裁判を通じて、根拠をもって説得することの難しさ・やりがいを感じた。,設問3　自ら学び考え、行動した経験を教えてください。（300字以内）,震災後、宮城県における学生３０人での支援活動。私はリーダーとして学生のリピート率向上に注力した。現地の方との交流の中で「援助も嬉しいが、一度知り合った人がまた来てくれることが一番嬉しい」と仰っていたことから、継続の重要性に気付いた為注力した。参加者に現地への特別な想いを抱いてもらう為、個別にメッセージカードを書くことや、学生や大学OB対象の報告会を企画運営することで、継続的に現地の方との関わりを持ってもらえるような取り組みを行った。結果、リピート率を１割から６割へ向上することに成功した。リーダーという役割を通して、共通の目標を掲げることでチームの結束を強める事が大切であると学んだ。,設問4　他者を巻き込み、リーダーシップを発揮した経験を教えてください。（300字以内）,３年間続けているホテルの配膳アルバイトにおける、マニュアル作成・導入。短期間で辞めていくアルバイトが多く、作業効率が下がり社員の方の負担が大きくなっていた。社員の方の負担を減らしたいという思いから取り組んだ。アルバイト仲間に作成の協力を依頼するものの、面倒くさいという理由で協力を得られなかった。まずは自分が草案を書いて提示する事で自分の熱意を示した。その熱意が伝わり、仲間から信頼と協力を得られた。結果、作業効率化を通じて社員の方の負担軽減、ひいてはお客様へのサービス向上の一助になったと社員の方から表彰された。人から信頼を得る為には言葉以上に行動で示すことが大切であると学んだ。,設問5　三井住友海上を志望する理由を教えてください。（200字以内）,『自分自身を成長させ、一流のビジネスマンになる』私は自分の強みが活かせる営業の仕事に携わりたい。損害保険業界の営業は、顧客が１番困った時に貢献することができるが、そこには顧客との信頼関係が何よりも重要であると考える。目に見えない金融商品を信用して買って頂くためには、まず「自分」という商品を信用してもらわなければならない。特に、新しい挑戦を掲げる貴社でなら自分の目標を実現する場があると感じた。
https://unistyleinc.com/entry_sheets/2881,エントリーシート(エリア総合),設問1　困難に向き合い、乗り越え、実現してきた経験を教えてください。（300字以内）,○○のインターナショナルスクールに通っていた際、日本人が軽視される傾向にある事を実感し、幾度も屈辱を味わった。学校の水泳部に所属していた時、「黄色人種である」などといった理由から当初は話に入れず仲間はずれにされてしまった。しかし、コミュニケーションを円滑にとるために英語を猛勉強したり、練習の際は誰よりも早く会場に行き準備をし、練習をしたりし、積極的に取り組んだ。その結果、水泳の大会で結果を残せるようになった事もあり、自らの実力が認められ、４人しか選ばれない団体戦メンバーに選出され、仲間となった。この経験から、自らの持つ問題を認識し改善に向けて考え、意欲的に行動する重要性を認識した。,設問2　異なる価値観に影響を受けた経験を教えてください。（300字以内）,多角的な視点を養うために参加した日中韓の協力を考えるコンテストでの経験だ。日中韓の学生４人でチームを組んだ当初は「自国の人以外に意見を理解してもらう事は不可能だ」という発言がなされるなど、意見の衝突が絶えなかった。そこでチームとして、意見を発する時に理由を述べることを徹底したり、友人や家族の話をすることにより互いについて知る事を心掛けたりした。半年間話し合いを重ねた結果、相互理解が可能となり、全員が納得できる発表をする事が出来た。最終的に、決勝で25チーム中3位に入賞を果たした。結果を残せただけではなく、「相手の立場になって考える大切さ」を学び、人と接する際はこの事を大切にするようになった。,設問3　自ら学び考え、行動した経験を教えてください。（300字以内）,社会の事は経済の知識がないと理解できないと考え、私は法学部であるが、経済学部の研究会に所属し、応用経済理論分析の研究を行っている。研究会では、経済や経営を数式で表現し、最適化問題の解として政策や戦略を描き出している。具体的な取り組みとして、経済産業省と共に日本のアニメコンテンツの海外進出を支援する案を考えた。模索した案を報告しあったり、議論を重ねたりし、意見を再構築する作業を繰り返し、最適化問題の解を導きだした。活動を通して、他者との関係の中で個性や独創性を発揮し、お互いに切磋琢磨しながら成長することができた。そして、「多面的に物事を見る姿勢」「最後まで考え抜く大切さ」を学んだ。,設問4　他者を巻き込み、リーダーシップを発揮した経験を教えてください。（300字以内）,一つのものを長期的に取り組みたいと考え、約50人が所属する準体育会サッカー部でマネージャー長として活動した。当初、試合で一勝もできなかった。全体を見ていた私は、その要因は意思疎通と意識統一の欠如であると考えた。そこで、意見を共有するために少人数のミーティングなどを初めて実施し、強いチームとなるための議論を重ねた。また、議論の内容を実践するために練習試合を増やした。コミュニケーションの機会が増えた事で、団結力が生まれ、より強固な信頼関係が構築された。練習試合で結果を残せるようになり、目標への過程が間違いではなかった事を確信し、一層団結力が生まれた。3か月後の試合では、60校中ベスト8に輝いた。,設問5　三井住友海上を志望する理由を教えてください。（200字以内）,海外経験を通じ日本の技術力の質の高さを実感した一方で、存在感の低さを感じ、悔しい思いをした。この事から、日本を支える存在である企業の海外進出や挑戦を行う際に必ず発生するリスクを軽減する仕事に携わる事で、日本に貢献したいと考えるようになった。その中でも貴社を志望した理由は、人を大切にしており、私がこれまでそうであったように自ら学び考え、チャレンジし成長し続ける事を目指している点に共感したからである。
https://unistyleinc.com/entry_sheets/680,エントリーシート,♦ 1. 異なる価値観に影響を受けた経験を教えてください(400文字),「お前は人に嫌われない、だが好かれもしない。」この言葉は、アルバイト先で出会った先輩の言葉で、私の人生の価値観を変えるものでした。以前の私は人と話すことが出来ませんでした。理由は、自分を出すことで人から嫌われると考えていたからです。ですから、あまり友達と呼べる人がいませんでした。そんな時、先輩と出会いました。先輩は、誰に対しても別け隔てなく話していて誰からも好かれるような人でした。私にとって凄く憧れの先輩でして、そのような先輩の一言で私は「自分を変えたい、先輩みたいになりたい」と思い、行動を起こしました。１．パーティーなどに一人で積極的に行き、知らない人と話すこと２．アルバイト先で、積極的に挨拶して色々な人と話すこと。このような行動を心がけて3ヶ月ほどすると自然と人と話すことが好きになりました。先輩と出会い私の価値観は変わり、この出会いが私に人と関わることの大切さを教えてくれました。,♦ 2. 自ら学び、考え、行動した経験を教えてください,私がスーパーでアルバイト通じ、目標達成をしました。目標は「一日に一万円出ている廃棄商品を半分以下にする」です。私は廃棄商品がたくさん出る原因は、商品の割引作業がマニュアルで行われていたからだと考えました。そこで、私は売上に響くと考え、行動しました。行動する際に工夫した点は３つあります。１．売り場作りを心がける。お客様に気持ちよく買って頂くため、元気良く挨拶をし、積極的にコミュニケーションをとりました。２．イベント事や天候などを考慮して日々考えながら割引をする。　 雨の日は、一時間早めるなどです。３。バイト仲間にも情報を共有して協力してもらう。以上のことを心がけ、私は廃棄商品を半年掛けて一日に五千円以下にすることが出来ました。この経験から目標を持つことで、気持ちをぶらすことなく一生懸命に達成に向けて努力できると改めて分かりました。私は、御社でも目標をしっかり持ち、それに向かって努力し、解決することで貢献します。,♦ 3. 困難に向き合い、乗り越え、実現してきた経験を教えてください,私は、浪人時代大きな困難がありました。それは、「勉強しても成績が伸びない」ということです。それを改善するため、原因をしっかり考えて行動しました。そして、私は２つの努力をしました。１．今までの勉強方法を見直し、効率的な勉強方法を考えました。今までの勉強方法は、新しい問題を解くことが嫌いで、学んだことをただ復習するといっただけでした。そこで、積極的に過去問を解き、学んだこととどのような関連があるなどを考えるようにしました。２．気晴らしをすることです。勉強ばかりしていたのでストレスがたまり集中できないといった悪循環を繰り返していました。そこで、一週間に一日は遊んで、勉強をしない日を作りました。このように、したことで偏差値が三ヶ月で１５ほど上がりました。志望した大学には入れませんでしたが、努力して自分が成長した喜びを知る事が出来ました,0,0,0,0
https://unistyleinc.com/entry_sheets/681,エントリーシート,♦ 1. 困難に向き合い、乗り越え、実現してきた経験を教えてください。,中小企業論ゼミで、６人１チームでの半年かけた論文執筆に尽力した。懸賞論文への参加を決めたのは、勉強面で形に残るようなことがしたかったからだ。前例の少ないテーマの為、約３０の企業や団体へのヒアリングも行った。その中で気づいたことは、自ら動くことの大切さである。６人もいれば、全員が同じ様に取り組むのは不可能だ。チーム内で大きな差ができてしまい、他学部との合同ゼミで議論の浅さを痛感した。このままでは本賞をとれない！と気付き、全員が進行状況を把握できれば、大人数の最大の強みである、”議論に幅を持たせること”ができると考えた。私は毎回議事録を作成して議論の内容を共有することを提案し、集まりの最初にはそれまでの流れを説明するようにした。すると、いろんなメンバーが意見が飛び交うようになり、全く褒めない教授から内容の深さを評価して頂けた。自分が少し動くだけで状況大きく変えることができると学んだ。,♦ 2. 異なる価値観に影響を受けた経験を教えてください。,「アルバイト先の店長に、後輩を注意することの意味を教えていただいたこと。」私は、喫茶店でのアルバイトを２年半以上続けているが、最初に後輩ができたとき、注意の仕方がわからなかった。自分も未熟なのに人に注意なんて、という気持ちが先行してしまい、ちゃんと向き合えずにいたのだ。しかし、あるとき店長に、「思っていることがあるのに伝えないのは、伝えて傷つけるよりよっぽど残酷だよ。」と言われ、はっとした。注意しないことでお客様に迷惑がかかる、という視点や私が言わなかったら他の誰かに注意する役目を押し付けることになる、といった考えを持てていなかった。自分のことばかり考えて周りが見えていなかったことを深く反省した。それから、後輩の成長に期待しているからこそ注意するんだ、という気持ちで、思ったことはちゃんと伝えるようになった。私自身も前よりずっと自信を持って仕事に取り組むようになり、大きく成長できたと感じた。,♦ 3. 自ら学び、考え、行動した経験を教えてください。,アルバイト先の喫茶店での試飲販売で、千葉ブロック１位の売上を達成した。一昨年の夏、”２週間で５０個”という販売目標のもと、テイクアウト用の紅茶を売り出すことが決まった。私が販売促進リーダーを担当したのは”何か、責任を持って成し遂げてみたい！”という思いからであった。商品の良さには自信があったので、多くの人に試飲して頂いたが、売上は伸びなかった。そこで、試飲販売をするスタッフの様子を観察すると、人によってアピール力に大きな差があることに気づいた。そのため、ベテランのスタッフを中心に意見を出し合っておすすめトークを考えて共有することを提案した。このことをきっかけに、後輩スタッフも懸命に努力してくれるようになり、その結果、”２週間で８０個”の販売に成功し、お客様から後日「教えてくれてありがとう。」と言って頂けた。リーダーという立場で、みんなでひとつの目標を達成することの大変さとやりがいを感じた。,0,0,0,0
